"","listing_id","reviewer_id","review_id","date","rating","reviewHighlight","comments"
"16","859336",3405159,"463802655643980855",3,5,"Stayed a few nights","Great place to stay.  Clean, private and in a great part of town. Many places within walking distance.<br/>Friendly host and dog and a heated toilet seat!!"
"17","6423158",419011895,"463809415245392806",3,5,"Stayed a few nights","Great stay! We would highly recommend staying here if you are visiting SF! Perfect location! Parking was easy! We had a spot right in front of the house!! Check -in was a breeze!"
"18","501770",189419593,"463811433198988910",3,5,"Stayed over a week","Arthur is an excellent host and this apartment is incredible. It’s bright and well stocked with everything you need for a short-term or long-term stay. And if you realize there’s something you do need, Arthur is happy to accommodate you and make it happen. The neighborhood was residential and friendly with 3 great parks within a 5 minute walk. Would definitely stay again and recommend this to anyone wanting an authentic stay in San Francisco."
"19","795254",16718921,"463817327470396889",3,5,"Stayed a few nights","Jane’s beautiful home is in a lovely area of San Francisco. The neighborhood is walkable and there are several cafes and restaurants within 5-10 minutes.<br/>Jane welcomed us and made us biscotti one afternoon! The attic space is unique and has everything you need for your stay.<br/>I would recommend this to anyone looking for a short stay in the Bay!"
"20","33578",7058705,"463823210142184211",3,5,"Stayed a few nights","Lovely, simple lodging with gorgeous outdoor space in a fabulous neighborhood! A true California vibe.<br/>High ratings for safety for women traveling solo. <br/>Kepa is a warm and welcoming host."
"21","3811916",10359891,"463840018626783573",3,3,"Stayed a few nights","항상 배려 해주려고 하는 모습 때문에 좋았습니다. 요청에 대한 메세지 답변도 상당히 빨랐습니다. 아쉬웠던 점은 방음이 잘 되지 않는 점 입니다. 움직이는 소리가 다 들립니다. 소리에 민감한 사람이라면 추천하지는 않겠습니다. 가격 대비 위치는 괜찮습니다. 관광지 가기는 편리 합니다."
"22","626349",108204857,"463840921193980688",3,5,"Stayed over a week","Great place and communication. Sean replied to my comments quickly and was always available when I had questions. Recommended."
"23","585326",199065237,"463840944479577835",3,5,"Stayed one night","Quiet and cozy place! Great for our one night in San Francisco"
"24","48984106",290426520,"463845601991993728",3,5,"Stayed a few nights","The place is very cute and nice. Free parking right in front of the place which was sooo helpful! The area is so peaceful and safe too, that was big plus for SF area. Check in was easy and host was very helpful."
"25","24629308",127912139,"463845692166844387",3,5,"Stayed a few nights","I MEAN NEED I SAY MORE THE PICTURES SPEAKS FOR IT SELF BUT THE HOUSE IS AMAZING THE HOST ARE GREAT THE VIEWS ARE TO DREAM OF CANT WAIT TO GO BACK"
"26","4663060",1911144,"463851428702529636",3,5,"Stayed a few nights","The place is well equipped, clean, easy parking, in the best neighborhood in SF - a great find."
"27","5632452",252187470,"464475703302299023",3,5,"Stayed a few nights","We enjoyed our stay at Ilya's airbnb. This property is at the top of a hill so the views are wonderful. We challenged ourselves at first with walking and then switched to mass transit which opened up the entire city to us. We will stay here again!"
"28","6985131",375820946,"464477936579587783",3,5,"Stayed over a week","Grace is a great host! The living situation was perfect. I had as much privacy as needed for working from home, we hardly bumped into each other. The kitchenette set up had everything that I needed. Ingleside might not be as central to a lot of the popular areas in San Francisco on tourists lists but I thought the area was great. Plenty of tasty restaurants, gyms, and shops. Grace gave me some great recommendations for all of the above 3 types of spaces. A short drive to several surf spots. You won’t need to buy a temporary parking pass if you stay here long term as there is plenty of street parking if you know where to look. Grace is very accommodating as long as you communicate, per se she gave me designated spots for all of my surf gear. The Neighborhood is super quiet. I would 100% Airbnb this room again"
"29","1323983",169317639,"464478213013151840",3,5,"Stayed one night","love the sunny room, great location, very homey"
"30","5577516",373063434,"464498531289476655",3,5,"Stayed over a week","Great place to stay! Cozy and charming in-law unit. We loved the green views out the window and the comfortable beds :)"
"31","6653474",1862608,"464505045616686981",3,5,"Stayed a few nights","Great location! Took us a minute to get to know the neighborhood but it ended up being close to so many restaurants, bars, etc. Felt safe in the neighborhood. Little touches like an extra towel would have been super nice. Ran into a snafu which Ari was apologetic about and quick to resolve. I would stay here again for sure - great neighborhood, great price."
"32","678556",78689362,"464506814342504342",3,5,"Stayed a few nights","Had a wonderful stay! The location was really convenient for us, easy check-in, welcoming host, comfy room. Highly recommended!"
"33","4549330",61082937,"464512334687258297",3,5,"Stayed a few nights","Great location and great place to stay while we explored SF. Just steps away from good coffee and good food. Ari's place was clean and spacious. 10/10 would recommend. The only downside is that parking is hard to come by but that is notorious for anywhere in SF."
"34","4936887",399785453,"464533801329873376",3,5,"Stayed a few nights","Great place in the heart of San Francisco.  Walking distance or a quick Lyft to most things.  The house is well decorated and has plenty of beds to sleep several people."
"35","379349",263062618,"464534917212221389",3,5,"Stayed a few nights","Great place to stay! Perfect neighborhood. Great communication!"
"36","1484792",50285116,"464543217395450846",3,5,"Stayed over a week","Fantastic spot, fully stocked kitchen, great location near awesome restaurants and coffee shops, Mario was super responsive and helpful, cleaning service (for free!) was great, bed was really comfy. Felt like home for a month+. No complaints!"
"37","54634",81122779,"464547792736735905",3,5,"Stayed over a week","Jay is a wonderful host. The studio is exactly as pictured and described. Great for short or long term stays. The location is fantastic. Lafayette Park and Pac Heights are beautiful and it’s a very short walk to Whole Foods and Polk St.  It’s also no further than a 15 minute walk to shopping and restaurants on Fillmore, Union and Chestnut. Russian Hill and the Marina areas are close as well. Easy, quick Uber/Lyft rides to Union Square and the southern areas of the city—even Marin County across the Golden Gate Bridge is a quick 15-25 minutes depending on traffic. The wifi is great—I ended up working from there more than expected and had excellent connectivity. The cleaning service is great and the laundry quite convenient. Jay’s place is a perfect introduction to the city."
"38","6938818",399736103,"464550158642374049",3,4,"Stayed a few nights","Great location. Located away from the mid city hustle. 10ish min walk to the beach."
"39","4631873",49086825,"464550847418818394",3,4,"Stayed one night","Great location with parking. The room appeared as described. We spent most of our time exploring the city and only slept in the room. It fit our needs for this trip."
"40","568161",139638662,"464554433753651642",3,5,"Stayed over a week","Beth is a great and very welcoming host! Beth and Don had great suggestions for places to visit and check out in SF because of their familiarity and experience. The place is nicely located close to the BART station and access to the Glen Canyon Park and overall good neighborhood."
"41","8005452",413942441,"464555304212897129",3,5,"Stayed over a week","Eugene was an excellent host and the apartment was well equipped. It was located near the Noe center where we enjoyed the shops and wonderful restaurants  (where we appreciated the outdoor dining and strict Covid rules for indoor dining). It was a huge plus having a washer and dryer for our one month stay. We were in San Francisco to meet our newborn Granddaughter and this was the perfect place for us."
"42","209514",1396788,"464565584365115420",3,5,"Stayed one night","My boyfriend and I had a lovely stay in this airbnb. Location was perfect and check-in a breeze. Would definitely come back."
"43","6430646",201689037,"464568868114546837",3,5,"Stayed over a week","This was the perfect place to stay as I explored SF! The unit is lovely. It had a lot of really thoughtful touches, such as live flowers. It’s also very close to amazing parks with panoramic views of the city (Tank Hill and Twin Peaks). It’s also walkable to the Castro, Cole Valley, and Noe Valley, which all have great coffee shops and restaurants. David is such a welcoming host, as are his sweet cats Jake and Finn. I appreciated his great restaurant suggestions and other advice on the Bay Area. <br/>Overall, I felt lucky to have found such a great place!"
"44","5547500",187892051,"464578157533650242",3,5,"Stayed a few nights","What a fabulous stay! The room was clean and very comfortable. The view from the deck is amazing, and the shared spaces are great! Jason is great to chat with and very helpful regarding the local neighborhoods. There is tremendous value in utilizing the public transportation from this Airbnb! The bus stops right in front of the house and will take you to Castro, Mission, Golden Gate Park, and more! You can take the bus right to the Bart for easy access to the rest of the city as well! The house is up two flights of stairs, and as such you get a great view of the city and the home is very safe! I had no issue with the stairs and I definitely would’ve stayed longer."
"45","36014937",423309017,"465188128432624387",3,5,"Stayed a few nights","Great place to stay in the South Bay!"
"46","148627",141951202,"465189932584129301",3,5,"Stayed over a week","I had a fantastic stay at Mark’s AirBnb. The place was perfect for working from home and enjoying the city. Very clean, and stocked with everything one could need. Perfect location near so many tourist attractions. Felt very safe. Mark is very responsive and helpful. Would highly recommend."
"47","1520929",40802220,"465190157014739485",3,5,"Stayed about a week","Annekarin’s place was amazing! Great location with beautiful views right near a park. The apartment is filled with art, feels like you’re in a gallery! Easy to check in and out, and Annekarin was very communicative."
"48","1471683",149614657,"465201045364270898",3,5,"Stayed about a week","Can I just start of by saying, I made a new amazing friend, Billy. He is always asking about how to improve his place for your comfort. There is no lack of fantastic stories from him and the conversations are always super insightful whether it be for the city or a looking glass of the city’s past. I’d suggest staying 9 days, you really get to know the host, the house, and the area. Couldn’t have asked for a better place to escape to!"
"49","238204",24079470,"465202522985049297",3,5,"Stayed a few nights","Excellent location walking distance to the beach, perfect place for two people looking for a home-base to explore San Francisco! The hosts were so gracious, providing a book of recommendations, local favorites, and cold water in the fridge. Definitely will look to stay here again."
"50","719431",261635240,"465204040159772460",3,1,"Stayed one night","THERE WAS ANOTHER COUPLE IN THE ROOM WHEN I ARRIVED!! <br/>So, let me start out by saying that I communicated with this """"""""super host"""""""" explicitly. I even went further to confirm that he understood my reservation and timing, as I was traveling from the east coast and wanted him to be well aware that my flight would be getting in very late. To which he then confirmed that it would be """"""""ok"""""""" and went ahead and reserved my stay. So, it was not only surprising to find another couple in the room once I arrived but HIGHLY frustrating seeing as it was nearly 1:30 in the morning!  (oh and he requested that I let him know when I was omw once I got off the plane, which I did. like I stated I knew it would be a late arrival) Not to mention that the code he gave me worked. So imagine using your """"""""own"""""""" code but then walking in and someone is sitting there in their boxers!! He was startled! I was alarmed! IT WAS DANGEROUS no matter how you view it. <br/>I immediately began contacting the """"""""superhost"""""""" via phone and messaging to which he NEVER responded. Not only did he NEVER respond, he had the audacity to contact Airbnb and blame me, telling them that he WOULD NOT REFUND me because """"""""it was my fault"""""""" and even went further, telling the bnb rep that oh """"""""well she found accommodations. """""""" YOU """""""" superhost"""""""" had NO idea what I had to do at now 2AM! I WOUND UP HAVING TO SLEEP IN MY CAR!! How dare you try to justify because you """"""""thought"""""""" I found accommodations! How could you think anything if you never even contacted me to find out if everything was ok!?! <br/>I respond bk to the Airbnb, explaining everything to the rep and providing PROOF, to which the rep then agreed that YES, IT WAS THE HOST FAULT.  <br/>So, not only did this """"""""superhost"""""""" not reach out, respond, check-in or communicate when there was CLEARLY a situation (one that could have easily went left). You lie on a paying customer & refuse to issue a refund! And you want to be seen as """"""""superhost"""""""" when not even PROFESSIONAL! <br/>Airbnb had to provide credit because the host couldn't admit to his OWN MISTAKE! I wanted MY REFUND and I DESERVED THAT!<br/>It is a SHAME that Airbnb doesn't hold their host more accountable, even and ESPECIALLY when they are in the wrong! <br/>WORSE BNB EXPERIENCE EVER!!"
"51","14298138",83806954,"465208771598169332",3,4,"Stayed one night","Great beautiful cottage. Spacious, clean, very close to different restaurants, SAP center and places to explore."
"52","4022990",71975248,"465211145790735351",3,5,"Stayed a few nights","Great and easy stay!"
"53","561602",120753847,"465218179230792685",3,5,"Stayed a few nights","Amazing views! Great location with a ~15 min walk from all of the action in the mission. Comfortable room and Matthew is very nice, easy to communicate with and provides lots of snacks/coffees/teas, etc. Would stay there again!"
"54","958",182612006,"465227529028179227",3,5,"Stayed a few nights","Great location! Comfortable home and easy to access."
"55","7073115",260185756,"465228965949546832",3,5,"Stayed a few nights","Great place, well maintained, clean and quiet. The hosts were very accommodating and my stay was enjoyable. This property has a bus top right by it making it easy to tour SFO."
"56","561148",39385606,"465229056045207688",3,5,"Group trip","Steve's home is wonderful and it was such a treat to stay there. Loved everything about it!"
"57","6423158",246341095,"465230406132890858",3,5,"Stayed a few nights","Great place!<br/>Very clean and spacious."
"58","209514",45402847,"465231698221005216",3,4,"Stayed one night","Great location. Easy to find and near many restaurants and stores. Would recommend for anyone able to climb stairs."
"59","1752371",104156280,"465235167896631006",3,5,"Stayed about a week","This airbnb was fantastic! Exactly as pictured, nice and clean and amazing outdoor space. The location is really easy to get into town. Rico was very responsive and very nice!"
"60","3761446",292582214,"465236763871246096",3,5,"Group trip","Beautiful new construction, full-floor condo.  A perfect place for our family of five to spend the weekend."
"61","3759368",136902462,"465242027371836973",3,5,"Stayed a few nights","Sung's place is in a great location and the communication with Sung was great. He is responsive. The place has a great shower and the bed and bedding were super comfortable. There is desk and work space, which was great, as I had some remote work to do while I was there. I would stay here again."
"62","7764531",69731513,"465243009581205320",3,5,"Stayed a few nights","Jinsoo was very kind and flexible, and his place was great!"
"63","738547",27843852,"465243819538660368",3,5,"Stayed a few nights","What an amazing view of San Francisco! Views, actually. You can see Alcatraz, the Bay Bridge, Coit Tower, Pier 39...all from the comfort of a sunny apartment with a spacious balcony."
"64","474107",33583070,"465252700452742389",3,5,"Group trip","Inés was incredibly welcoming, being very flexible and accommodating with our needs for an extra person. Her home is so wonderful - the morning light is something else! <br/>We particularly enjoyed spending time in the lovely and shaded backyard. Would definitely stay again!"
"65","6006768",20082470,"465252998137116185",3,5,"Stayed a few nights","Mimi and Mosh are excellent hosts! Their place is clean, cozy, and convenient to Fillmore, the Lyon Street Stairs, and the Presidio. You’re tucked away in a beautiful neighborhood with easy access to many areas of the city."
"66","6705522",220219162,"465255867818428713",3,1,"Stayed a few nights","Absolutely terrible service, unwilling to help direct us with parking as we get kicked out of our parking spot. Instead of helping, the response was “figure it out.” They Nickel and dime you for laundry money, and half the time it just takes your money. Poor house cleaning, home smells like a rotten sewer. Mold growing.  Stay away, go with someone else! Disgusting!"
"67","6822748",347441811,"465258874279123972",3,5,"Stayed about a week","Lana and Bo’s place was a great spot to stay for a week in SF. The location was extremely convenient (we walked most places) and the apartment itself was great to stay in. It had everything we needed from extra towels to a washer/dryer. Great experience overall and would highly recommend!"
"68","33578",12863733,"465261757913146476",3,5,"Stayed a few nights","Kepa is an incredible host! And the garden is incredible :) Would love to stay there again."
"69","545685",359840677,"465261772487981072",3,5,"Stayed a few nights","Great communication, excellent location, we enjoyed our weekend a lot!"
"70","585326",419706657,"465264848861179454",3,5,"Stayed a few nights","Great Room bed was very comfortable"
"71","6169292",10636084,"465269698877729733",3,5,"Stayed with kids","Best bang for your buck! This will be my go town for visiting SF from now on. Perfect location- hills are something else, but beautiful."
"72","6092049",75314940,"465276171059532956",3,5,"Stayed over a week","We had a great two-week stay at Dan's place in the Castro! Dan was a wonderful and friendly host who communicated well throughout our stay (with very helpful street cleaning warnings that saved us from a ticket) and even baked a birthday cake for us! The place was exactly as pictured, clean, spacious, well-stocked, and comfortable with a beautiful garden. Only thing to note would be for guests with mobility issues, there are some stairs to enter the unit and into the kitchen, and the bathroom floor can sometimes become a bit slippery from the shower. However, this was not an issue for us. We highly recommend Dan's place!"
"73","7026287",27664887,"465277117722774127",3,5,"Stayed a few nights","Great location, easy check in, comfortable, clean, everything you need on hand. . Easy communication with hosts. We’ll be back."
"74","207329",77989300,"465281753237953280",3,5,"Group trip","Great Location and Nice Home"
"75","1450899",1018393,"465292895441053461",3,5,"Stayed over a week","ste and Juan created a wonderful and comfortable home in the perfect Mission Dolores location. ww loved our stay"
"76","4026354",274823814,"465293422965251974",3,5,"Stayed about a week","I would highly recommend this place. Great location, very clean and nice."
"77","1506702",25798988,"465293580442691923",3,5,"Stayed a few nights","We had an amazing time at Ellen’s home. Very spacious and clean. Great location. We were especially happy with the outdoor space. We will be back and will rent with Ellen again."
"78","5572169",262130487,"465299405368387601",3,5,"Stayed a few nights","This is a great place. The views are amazing, the room is super comfortable and the proximity to the restaurants and shopping in the Marina District is perfect. Close but still quiet. Alison is the perfect host. If you want a place where you can come and go virtually unnoticed, this is it. I loved every minute I spent here."
"79","19842992",78012902,"465299772211688432",3,5,"Stayed a few nights","Great spot and Geralynn was very helpful."
"80","220418",424005485,"465302788977239692",3,4,"Stayed a few nights","nice host"
"81","5242394",52044406,"465304156705689984",3,5,"Stayed about a week","Great hosts, great location, great place!"
"82","212783",257040545,"465911457658913921",3,4,"Stayed a few nights","The highlight of this spot is the location. Very close to many parks, shops and restaurants. The space itself was clean and comfortable."
"83","208831",70852676,"465911948524687837",3,5,"Stayed a few nights","Great location! As advertised accommodations. Very kind and friendly host."
"84","592883",14813488,"465913467586764039",3,5,"Stayed over a week","It has been a pleasure staying at this home"
"85","585326",375533301,"465915176954898488",3,5,"Stayed one night","Straight to the point, helpful, communicative and respectful. Would definitely revisit Su’s hospitality."
"86","71645",67517051,"465931832437933304",3,5,"Stayed a few nights","Great little spot in San Francisco and Jeff was super nice!  Would recommend!"
"87","29557",109773,"465934162436470270",3,5,"Stayed a few nights","It's hard to imagine a more peaceful Air BnB experience in San Francisco than Gigi's bed and breakfast. The bed was comfy, the space impeccable and the breakfast well beyond 5 stars. The BnB is just a stone's throw from Geary Blvd, the City's main east-west artery, yet we always found parking right in front or across the street and the area was very quiet. We were a few minutes' walk to beaches, sunset views, and tons of open space, though just enjoying the garden is a wonderful way to pass the time! Gigi herself is inspiring (nurse, beekeeper, Bay swimmer) whose relaxed and convivial manner was the perfect antidote to the rise of absentee hosting that now plagues Air BnB."
"88","859336",32625539,"465936366300964569",3,5,"Stayed a few nights","Cute and comfortable. Great location."
"89","114401",131373449,"465938775027924409",3,5,"Stayed a few nights","George is so accommodating and the location cannot be beat. Lively and awesome neighbourhood. Cannot wait to visit and stay with George again. ☺️"
"90","795254",251190714,"465940787340684950",3,5,"Stayed a few nights","We loved Jane’s place and would definitely recomen when visiting SF. The neighborhood and location was perfect and the attic was very clean and cozy space. Jane was very helpful and attentive."
"91","5632452",107039890,"465963310247690918",3,5,"Stayed a few nights","Although I booked this airbnb for a co worker I heard great things about it—spacious, easy to access and very comfortable!"
"92","7735595",50931064,"465967854546458017",3,5,"Stayed a few nights","Dave and Carol are amazing hosts! The “Roost” is a beautiful, modern home. Wood floors (with plenty of nice rugs for those chilly mornings), an amazingly stocked kitchen with every appliance you could need, and comfortable furniture for sitting and lounging. <br/>The yard is a haven for hummingbirds, and the garden gave us a few tomatoes to snack on, as well as herbs for our (fresh) eggs!   <br/>Dave was on hand for everything we needed, including dining and entertainment recommendations, but never intrusive. <br/>The outside hot tub was an added bonus after a long day of adventure!<br/>The Roost is new to Airbnb, but Dave is already an expert host. Book this place, you won’t regret it!"
"93","5251589",395848931,"465973153033329769",3,5,"Stayed a few nights","I would 100% recommended Jenn’s house to stay while visiting San Francisco it’s to die for <br/>So modern, the views amazing , the house it’s self so nice and clean, walking distance from bars/restaurants,great neighborhood and she showed us great hospitality made us feel at home."
"94","5861266",313633893,"465973682022267640",3,5,"Stayed a few nights","Great Stay!"
"95","5443493",34733155,"465980117383659095",3,5,"Stayed a few nights","Cory's place is in a great neighborhood with lots of bars and restaurants within a block or two. Wonderful option if you're visiting the city and don't want to be surrounded by tourists. The flat is well-apportioned and comfortable. Corey was also incredibly communicative and responsive. <br/>If I could make my rating a 7 out of 5 I would :)"
"96","3664261",164655817,"465982568501146089",3,5,"Stayed a few nights","Great location. Quiet neighborhood, but close to restaurants and a small market down the street. Max was available for anything we needed. The apartment was clean and private. I would stay here again. 😀"
"97","183859",49644669,"465993258079154743",3,5,"Stayed over a week","My parents and I had a wonderful stay at Stephen's Maison Swiss Airbnb. It's centrally located in Glen Park, near the Canyon park, restaurants/grocery store, and the BART station. Stephen had great communication in making sure we were comfortable during our stay-- keeping us up to date when the new dishwasher was being installed as well as immediately ordering a new microwave when it stopped working. He kept the place tidy and clean, but since it is on the top floor be warned that it does get quite hot in all the rooms (I slept with the window cracked open). Overall, we had a lovely stay at the Airbnb and will be back!"
"98","48984106",78902901,"465993476872939279",3,5,"Stayed a few nights","The studio was very spacious and clean- we really enjoyed our stay. The only thing to note is that it doesn't have many restaurants or coffee shops within close walking distance, but the neighborhood is beautiful."
"99","1944564",31806444,"465994417847475084",3,5,"Stayed a few nights","Brian's place was awesome! Great location, very cool and interesting space, and Brian was so nice, treated us like friends, and made us feel right at home."
"100","997382",135906212,"465997223352794226",3,5,"Stayed a few nights","Great Location, about a 1.5 block to Haight. There is a shared mini-fridge that always had room to leave leftovers/cold beverage!"
"101","4718629",415720021,"466006328975370089",3,5,"Stayed with kids","Great location with lots to do."
"102","1738415",6798280,"466006630870872759",3,5,"Stayed about a week","Donna’s place is a true SF gem and it has everything you need. Really nice stay!"
"103","1277771",141539889,"466006822081019718",3,5,"Stayed a few nights","Basement unit with a big backyard had everything we needed for a weekend visit to the city. Owners live in the unit upstairs, and were very responsive if we had questions. 5 stars!"
"104","2150339",421873448,"466014348755477982",3,5,"Stayed a few nights","Very good for the value, such a cozy and beautiful suite. The area is more spacious than pictures show and the area is very nice and decorated and has multipurpose use."
"105","4269254",40697584,"466017984702652837",3,5,"Stayed a few nights","Had a wonderful stay here! Easy to find and good location across from a supermarket and right by japantown"
"106","7483031",96440385,"466019439142329931",3,5,"Stayed a few nights","We had an excellent experience staying at their home. it was perfect. They are so thoughtful at taking care of this place that I would suggest everyone to try and get their place with all the trust.<br/>The house was spotless clean and smelt very fresh. we were provided drinks, necessary kitchen ingredients, all kitchen stuff, extra pillows, covers, bed topper and more than everything we could have even thought of.<br/>the toilet was a blessing with heated seat and a japanese style automated features.<br/>the patio was sooo peaceful with cozy chairs and lights all over.<br/>the location is prime and parking inside the garage is safely provided too.<br/>Jean and Alfredo communicated really well and even provided us with necessary advice.<br/>Thank you for being amazing hosts and making my birthday trip so relaxing and fun."
"107","6653474",35127780,"466021713891712484",3,5,"Stayed a few nights","This was a great, low-key option for our weekend trip to San Fran. Ari's photos accurately showcase this nice studio which felt safe and clean. We were visiting friends in Western Addition so the location was great. It's walking distance to Alamo Square, Golden Gate Park, USF, and lots of restaurants in NoPa and much more we didn't get to explore. The unit is toward the back of the house which felt safe, secure and quiet. Thank you Ari!"
"108","5480795",123587527,"466022787354240668",3,5,"Stayed a few nights","Clean room, friendly staff, great location. My new go to spot in San Francisco."
"109","647360",103866208,"466025958583065093",3,5,"Stayed a few nights","This stay was a 10/10!  Check in was a breeze and Eric met us and went over everything.   Eric and Peter's place was so beautiful, comfortable, a great fully stocked kitchen, lovely shower and peaceful patio!  It is close to shopping, SFSU and so great restaurants.  This apartment was ground level and had enough room for 4 of us to spread out.  Worth every penny.  I look forward to renting this apartment again when visiting San Francisco."
"110","5117701",50157640,"466030759118593086",3,5,"Stayed over a week","Well equipped apartment, in an excellent location (above the best coffee shop in SF, close to the north beach and chinatown bustle). A little dark, being a north facing apartment, but plenty roomy for 2 guests. Thanks Stefan!"
"111","6015077",384448339,"466635332397591835",3,5,"Stayed over a week","Great place to stay host was very helpful at check inn ! And answered all our questions. Condo is beautiful with Great view of the ocean. close to grocery stores for long term stays . I would strongly recommend this property !"
"112","467507",45814478,"466642427331964402",3,5,"Stayed a few nights","Comfortable stay"
"113","1847664",118357833,"466642471929455148",3,5,"Stayed about a week","Excellent Airbnb! I am a single female middle-aged traveler. Felt completely safe in the neighborhood, and Jan provided excellent information on restaurants and other neighborhood services/activities. She took care to stock the Airbnb with coffee, creamers, wine (!), English muffins with butter and jam. She has lovely plush towels and toiletries. Full-sized washer and dryer, plus a great backyard for reading/relaxing. Private entrance and fully private separate suite. I will definitely stay here again on a future visit!"
"114","1738415",55216649,"466651088917426903",3,4,"Stayed one night","Donna is a great host, appreciate her communication and extra efforts. The apartment is no frills, in an ideal location. There are a lot of product placement barcodes throughout the unit which I found funny, but I enjoyed a complimentary chocolate bar thanks to their promotion partnership. Thanks Donna!"
